Geneid,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1,LNCAP_Hypoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S1
ENSG00000257235,0,0,0,0,0,0,0,0
ENSG00000257237,0,0,0,0,0,0,0,0
ENSG00000257239,0,3,0,1,1,0,0,0
ENSG00000257241,0,0,1,0,0,0,0,0
ENSG00000257242,14,29,21,39,10,58,21,23
ENSG00000257243,0,1,10,9,0,0,8,4
ENSG00000257246,0,0,0,0,0,0,0,0
ENSG00000257252,1,9,7,5,9,5,10,7
ENSG00000257253,0,0,0,0,0,0,0,0
ENSG00000257254,0,0,0,0,0,0,0,0
ENSG00000257256,0,2,0,0,3,3,0,0
ENSG00000257258,2,0,2,0,0,1,0,0
ENSG00000257259,0,0,0,0,0,0,0,0
ENSG00000257261,62,215,395,625,71,180,457,595
ENSG00000257262,0,0,0,0,0,0,0,0
ENSG00000257264,0,0,0,0,0,2,0,0
ENSG00000257265,0,1,0,0,0,1,0,0
ENSG00000257267,0,0,0,0,0,0,0,0
ENSG00000257268,0,0,0,0,0,0,0,0
ENSG00000257270,2,14,73,137,10,19,131,1
ENSG00000257271,1,2,0,0,1,1,0,1
ENSG00000257272,0,1,0,0,0,1,0,0
ENSG00000257275,0,0,0,0,0,0,0,0
ENSG00000257279,1,8,1,1,4,6,5,0
ENSG00000257281,0,0,0,0,0,1,0,0
ENSG00000257283,0,1,3,2,0,0,2,2
ENSG00000257284,0,0,0,0,0,0,0,0
ENSG00000257285,28,93,127,80,27,80,111,18
ENSG00000257286,0,0,0,0,0,0,0,0
ENSG00000257287,0,0,0,0,0,0,0,0
ENSG00000257288,1,0,1,0,2,0,0,0
ENSG00000257289,0,0,0,0,0,0,0,0
ENSG00000257292,0,0,0,0,0,0,0,0
ENSG00000257294,0,0,0,0,0,0,0,0
ENSG00000257296,0,0,0,0,0,0,0,0
ENSG00000257298,1,18,4,5,10,15,7,4
ENSG00000257300,0,0,0,0,0,0,0,0
ENSG00000257302,0,1,14,12,0,1,11,0
ENSG00000257303,5,25,43,25,12,13,51,39
ENSG00000257307,2,15,47,53,6,9,56,45
ENSG00000257308,0,0,0,0,0,0,0,2
ENSG00000257310,0,0,0,0,0,0,0,0
ENSG00000257315,11,57,49,101,21,38,85,102
ENSG00000257316,0,0,0,0,0,1,0,0
ENSG00000257319,2,3,0,0,1,6,0,0
ENSG00000257323,0,0,0,0,0,0,0,0
ENSG00000257325,0,0,0,0,0,0,0,0
ENSG00000257327,15,27,5,0,13,29,5,0
ENSG00000257329,4,3,1,0,3,12,0,0
ENSG00000257331,3,14,157,182,4,7,112,131
ENSG00000257332,0,0,0,0,0,0,0,0
ENSG00000257335,12,21,6,1,10,25,7,4
ENSG00000257336,0,0,0,0,0,0,0,0
ENSG00000257337,12,48,543,831,24,34,773,1075
ENSG00000257341,0,2,0,4,0,2,0,0
ENSG00000257342,0,0,0,0,0,0,0,0
ENSG00000257343,0,0,0,0,0,0,0,0
ENSG00000257345,0,0,0,1,0,0,0,0
ENSG00000257346,0,1,0,0,1,3,0,0
ENSG00000257350,0,0,0,2,0,0,0,2
ENSG00000257354,42,144,131,106,36,171,109,90
ENSG00000257355,0,0,0,0,0,0,0,0
ENSG00000257356,0,0,0,0,0,0,0,0
ENSG00000257359,0,0,0,0,2,0,0,0
ENSG00000257360,0,0,0,0,0,0,0,0
ENSG00000257364,0,0,0,0,0,0,0,0
ENSG00000257365,305,866,141,174,357,752,175,206
ENSG00000257366,0,0,0,0,0,0,0,0
ENSG00000257368,0,0,0,1,0,2,0,0
ENSG00000257373,0,0,0,0,0,0,0,0
ENSG00000257376,0,4,2,1,1,1,7,1
ENSG00000257378,0,0,0,0,0,0,0,0
ENSG00000257379,0,0,0,0,0,0,0,0
ENSG00000257381,0,0,0,0,0,0,0,0
ENSG00000257384,0,2,0,3,0,1,0,0
ENSG00000257386,0,0,0,0,0,0,0,1
ENSG00000257389,0,1,0,0,1,0,0,0
ENSG00000257390,1,1,1,1,2,3,1,2
ENSG00000257391,0,0,0,0,0,0,3,1
ENSG00000257392,0,0,0,0,0,2,0,0
ENSG00000257395,0,0,2,0,0,0,2,0
ENSG00000257398,0,2,0,0,1,0,0,3
ENSG00000257400,0,0,0,0,0,0,0,0
ENSG00000257402,0,0,0,0,0,0,0,0
ENSG00000257403,0,0,3,1,0,0,0,0
ENSG00000257404,0,0,0,0,0,0,0,0
ENSG00000257405,1,0,0,0,1,0,0,0
ENSG00000257407,0,0,4,1,0,0,5,4
ENSG00000257408,0,0,0,0,2,0,0,0
ENSG00000257410,0,0,0,0,0,0,0,0
ENSG00000257411,0,0,0,0,0,0,0,0
ENSG00000257414,0,0,0,0,0,0,0,0
ENSG00000257415,0,0,0,0,0,0,0,0
ENSG00000257426,1,2,1,1,0,1,1,0
ENSG00000257429,0,0,0,0,0,0,0,0
ENSG00000257431,0,0,0,1,0,0,2,1
ENSG00000257432,0,0,0,0,0,2,0,3
ENSG00000257433,5,40,40,18,7,18,45,31
ENSG00000257434,0,0,0,0,0,0,0,0
ENSG00000257435,0,0,0,0,0,0,0,1
ENSG00000257438,0,4,0,0,3,6,0,0
ENSG00000257443,7,7,4,7,1,3,6,3
ENSG00000257444,0,0,0,0,0,2,1,1
ENSG00000257446,10,31,11,7,19,35,12,10
ENSG00000257449,2,12,10,14,2,4,12,3
ENSG00000257452,0,0,0,0,0,0,0,0
ENSG00000257453,0,0,0,0,0,1,0,0
ENSG00000257456,0,0,0,0,0,0,0,0
ENSG00000257458,0,0,2,0,0,0,0,0
ENSG00000257464,0,0,0,0,0,1,1,0
ENSG00000257465,0,0,0,0,0,0,0,0
ENSG00000257467,0,0,85,41,0,0,92,1
ENSG00000257470,3,5,1,8,2,10,3,5
ENSG00000257472,0,0,0,0,0,0,0,0
ENSG00000257474,0,11,0,0,3,5,1,0
ENSG00000257475,0,6,20,9,2,1,16,11
ENSG00000257476,0,0,0,0,0,0,0,0
ENSG00000257480,0,0,0,0,0,0,0,0
ENSG00000257488,0,1,0,2,0,2,0,0
ENSG00000257489,0,0,0,0,0,0,0,0
ENSG00000257493,0,0,1,0,0,0,0,0
ENSG00000257494,3,0,0,0,1,0,0,0
ENSG00000257495,0,0,0,1,0,0,0,0
ENSG00000257496,11,27,6,6,11,40,8,1
ENSG00000257497,10,34,12,11,9,31,13,20
ENSG00000257500,1,1,0,0,1,1,0,0
ENSG00000257501,0,0,0,0,0,0,0,0
ENSG00000257503,0,0,0,0,0,0,0,0
ENSG00000257504,0,0,2,0,0,0,1,0
ENSG00000257506,0,0,0,0,0,0,0,0
ENSG00000257507,0,1,41,35,3,6,61,25
ENSG00000257509,0,2,8,7,1,4,14,3
ENSG00000257510,0,0,0,0,0,0,0,0
ENSG00000257511,22,45,227,266,20,85,372,208
ENSG00000257512,0,0,0,0,0,0,0,0
ENSG00000257513,0,0,0,0,0,0,0,0
ENSG00000257514,0,0,0,0,0,0,0,0
ENSG00000257515,0,1,0,1,1,8,0,0
ENSG00000257517,0,0,0,0,0,0,0,5
ENSG00000257519,0,0,17,40,0,0,24,46
ENSG00000257520,0,0,0,0,0,0,0,0
ENSG00000257522,1,1,0,2,0,0,0,1
ENSG00000257523,0,0,74,98,0,0,79,69
ENSG00000257524,2,1,0,1,0,0,2,1
ENSG00000257526,6,14,12,13,9,9,17,6
ENSG00000257527,0,0,0,0,0,0,0,0
ENSG00000257528,0,0,0,0,0,0,0,0
ENSG00000257529,0,0,0,0,0,0,0,0
ENSG00000257530,0,0,0,0,0,0,0,0
ENSG00000257531,1,8,0,0,3,6,0,0
ENSG00000257534,0,0,6,7,1,1,8,6
ENSG00000257539,0,1,19,10,1,0,10,4
ENSG00000257541,0,0,0,0,0,0,0,0
ENSG00000257542,0,0,0,5,0,0,0,0
ENSG00000257543,1,7,35,23,2,1,45,0
ENSG00000257545,9,11,12,9,5,13,8,3
ENSG00000257548,2,3,5,3,1,6,8,0
ENSG00000257550,0,1,0,0,0,0,0,43
ENSG00000257551,2,5,0,3,2,4,0,0
ENSG00000257553,0,0,0,0,0,0,0,3
ENSG00000257556,8,12,15,18,11,11,21,27
ENSG00000257557,42,93,200,156,27,105,200,130
ENSG00000257558,0,0,0,0,0,0,0,0
ENSG00000257563,0,0,0,0,0,0,0,0
ENSG00000257564,0,0,0,0,0,0,0,0
ENSG00000257568,5,4,0,0,2,1,0,0
ENSG00000257569,0,0,0,0,0,0,0,0
ENSG00000257570,0,0,0,0,0,0,0,0
ENSG00000257572,0,0,0,0,0,0,0,0
ENSG00000257576,17,7,91,43,0,25,67,35
ENSG00000257579,0,4,0,0,1,1,0,0
ENSG00000257580,0,0,0,0,0,0,0,0
ENSG00000257582,0,0,0,0,1,0,0,0
ENSG00000257585,2,0,1,2,0,1,0,0
ENSG00000257586,0,0,0,0,0,0,0,0
ENSG00000257587,0,0,0,0,0,0,0,0
ENSG00000257588,0,1,0,3,0,1,6,4
ENSG00000257591,11,28,32,47,13,23,46,28
ENSG00000257594,1,2,1,0,2,3,0,0
ENSG00000257595,0,2,4,9,0,0,9,9
ENSG00000257596,0,2,0,0,1,0,0,0
ENSG00000257599,5,7,8,4,3,18,15,11
ENSG00000257604,0,0,0,0,0,0,0,0
ENSG00000257605,1,4,4,4,3,10,4,13
ENSG00000257607,0,0,0,0,0,0,0,11
ENSG00000257609,0,0,0,0,0,0,0,0
ENSG00000257611,0,0,0,0,0,0,0,0
ENSG00000257612,0,0,1,0,0,2,0,0
ENSG00000257614,0,0,0,0,0,0,0,0
ENSG00000257616,0,0,0,0,0,0,0,0
ENSG00000257621,728,1960,2607,3453,710,2560,3400,3307
ENSG00000257622,0,0,0,0,0,0,0,0
ENSG00000257624,2,1,2,2,1,4,6,2
ENSG00000257629,0,0,0,0,0,0,0,0
ENSG00000257634,0,0,0,0,0,0,0,0
ENSG00000257635,1,0,0,0,0,1,3,0
ENSG00000257636,0,2,0,0,2,4,0,0
ENSG00000257639,0,0,0,0,0,0,0,0
ENSG00000257642,0,0,0,0,0,0,0,1
ENSG00000257643,0,1,0,0,0,2,0,0
ENSG00000257644,0,0,0,0,0,0,0,0
ENSG00000257645,0,0,0,0,0,0,0,0
ENSG00000257647,0,0,0,0,0,0,0,0
ENSG00000257648,0,0,0,0,0,0,0,0
ENSG00000257649,0,0,0,0,0,0,0,0
ENSG00000257653,0,0,0,0,0,0,0,0
ENSG00000257657,0,0,0,0,0,1,0,0
ENSG00000257658,0,4,0,0,0,0,0,0
ENSG00000257660,8,8,143,106,3,4,229,75
ENSG00000257662,1,4,0,0,0,1,0,0
ENSG00000257663,0,7,17,36,4,7,22,6
ENSG00000257664,0,0,0,0,0,0,0,0
ENSG00000257666,3,3,0,0,2,4,0,0
ENSG00000257668,0,0,0,0,0,1,0,0
ENSG00000257671,188,433,1,0,148,458,0,0
ENSG00000257672,0,0,0,0,0,0,0,0
ENSG00000257674,3,5,1,0,8,19,2,2
ENSG00000257675,2,0,2,1,0,2,0,1
ENSG00000257677,0,0,0,0,0,0,0,0
ENSG00000257680,1,1,0,0,0,0,0,0
ENSG00000257681,4,13,21,3,5,19,15,2
ENSG00000257682,0,0,0,0,0,0,0,0
ENSG00000257683,0,0,1,8,0,0,0,2
ENSG00000257687,0,0,0,0,0,0,0,0
ENSG00000257691,0,0,0,0,0,0,0,0
ENSG00000257696,2,0,7,6,0,1,11,8
ENSG00000257698,67,167,263,215,53,125,302,217
ENSG00000257700,0,0,0,0,0,0,0,0
ENSG00000257702,4,6,12,29,1,7,11,29
ENSG00000257703,1,0,0,0,0,1,0,0
ENSG00000257704,8,23,23,21,10,17,57,26
ENSG00000257718,11,34,0,0,15,31,0,0
ENSG00000257720,0,0,0,0,0,0,0,0
ENSG00000257721,0,0,0,0,0,0,0,0
ENSG00000257723,0,1,0,0,0,3,0,0
ENSG00000257726,0,0,0,0,0,0,1,0
ENSG00000257727,72,254,369,270,114,179,491,349
ENSG00000257729,0,0,0,0,0,0,0,0
ENSG00000257730,0,0,0,0,0,0,0,0
ENSG00000257731,0,0,0,0,0,0,0,0
ENSG00000257732,18,55,0,0,19,74,0,0
ENSG00000257735,0,7,10,0,0,1,8,7
ENSG00000257737,0,0,0,0,0,0,0,0
ENSG00000257738,1,1,0,0,0,0,0,0
ENSG00000257740,2,12,20,13,5,8,24,0
ENSG00000257741,0,0,0,0,0,0,0,0
ENSG00000257743,12,107,6,8,47,41,5,3
ENSG00000257746,0,0,1,0,0,0,0,0
ENSG00000257747,0,1,0,0,0,0,0,1
ENSG00000257748,0,0,0,0,0,0,0,0
ENSG00000257750,0,0,0,0,0,0,0,0
ENSG00000257751,0,0,0,0,0,0,0,0
ENSG00000257752,4,8,3,2,0,7,4,1
ENSG00000257754,1,1,0,0,1,1,0,0
ENSG00000257756,0,0,0,0,0,0,0,0
ENSG00000257757,0,0,0,0,0,0,0,0
ENSG00000257758,0,0,0,0,0,1,0,0
ENSG00000257759,0,0,0,6,0,0,3,0
ENSG00000257761,0,2,7,3,1,0,9,5
ENSG00000257762,0,1,0,0,0,0,0,0
ENSG00000257763,1,1,7,7,0,1,6,0
ENSG00000257764,0,0,0,0,0,0,0,0
ENSG00000257766,0,0,0,0,0,0,0,0
ENSG00000257767,0,0,0,0,0,0,0,0
ENSG00000257769,2,1,0,0,2,2,0,0
ENSG00000257771,0,2,0,0,0,0,1,0
ENSG00000257773,5,1,25,26,0,12,22,25
ENSG00000257777,0,0,0,0,0,0,0,0
ENSG00000257779,0,0,0,0,0,0,0,0
ENSG00000257780,0,0,0,0,0,0,0,0
ENSG00000257781,5,0,49,96,0,14,63,68
ENSG00000257784,0,0,0,0,0,0,0,0
ENSG00000257786,0,0,0,0,0,0,0,0
ENSG00000257787,0,0,0,0,0,0,0,0
ENSG00000257790,7,6,8,14,0,13,26,8
ENSG00000257792,0,0,0,0,0,0,0,0
ENSG00000257797,0,0,0,0,0,0,0,0
ENSG00000257800,2,3,53,39,0,0,66,41
ENSG00000257802,2,5,0,0,1,2,0,0
ENSG00000257803,5,8,5,7,11,17,4,4
ENSG00000257807,0,0,0,0,0,0,0,0
ENSG00000257808,0,0,3,9,0,0,4,16
ENSG00000257809,0,2,12,2,1,1,4,5
ENSG00000257813,0,0,0,1,0,1,0,0
ENSG00000257815,38,110,146,192,48,101,182,175
ENSG00000257817,4,17,15,26,9,16,9,11
ENSG00000257818,3,3,8,3,1,2,8,2
ENSG00000257820,0,0,0,0,0,0,0,0
ENSG00000257823,0,0,0,0,0,0,0,0
ENSG00000257824,0,0,0,0,0,0,0,0
ENSG00000257825,0,0,0,0,0,0,0,0
ENSG00000257826,0,0,0,0,1,2,0,0
ENSG00000257829,2,1,0,2,1,0,1,0
ENSG00000257830,4,9,5,2,6,5,1,1
ENSG00000257831,0,0,3,0,0,0,2,0
ENSG00000257835,0,0,0,0,0,0,0,0
ENSG00000257837,0,0,0,1,0,0,0,0
ENSG00000257838,0,0,0,0,0,0,0,0
ENSG00000257839,27,60,17,11,19,106,16,9
ENSG00000257842,40,97,5,6,40,65,11,4
ENSG00000257844,1,2,0,0,0,2,0,0
ENSG00000257845,2,1,0,0,0,2,0,0
ENSG00000257846,0,0,5,3,0,0,5,4
ENSG00000257847,1,1,0,0,0,0,2,1
ENSG00000257848,0,0,0,0,0,0,0,0
ENSG00000257849,0,4,0,0,0,0,0,0
ENSG00000257851,3,17,40,43,6,12,36,25
ENSG00000257852,0,0,0,0,0,0,0,0
ENSG00000257853,0,0,0,0,0,0,0,0
ENSG00000257855,0,1,0,1,0,0,0,0
ENSG00000257858,0,0,0,0,0,0,0,0
ENSG00000257859,0,4,0,0,0,0,0,0
ENSG00000257860,0,0,0,0,0,0,0,0
ENSG00000257863,0,0,0,0,0,0,0,0
ENSG00000257864,0,2,0,2,0,2,0,0
ENSG00000257865,0,0,0,0,0,0,0,0
ENSG00000257869,11,30,12,7,11,22,12,4
ENSG00000257870,0,0,0,0,0,0,0,0
ENSG00000257872,1,0,0,0,0,0,0,0
ENSG00000257875,0,2,5,7,0,0,1,10
ENSG00000257878,4,10,5,14,3,8,5,0
ENSG00000257880,0,1,4,1,0,1,2,1
ENSG00000257883,0,0,3,0,0,0,0,0
ENSG00000257884,0,0,11,4,0,0,23,5
ENSG00000257885,1,1,1,0,0,5,2,3
ENSG00000257890,4,25,0,0,8,25,1,0
ENSG00000257891,0,0,0,0,0,0,0,0
ENSG00000257893,0,0,0,0,0,0,2,0
ENSG00000257894,1,1,7,4,0,1,16,7
ENSG00000257896,0,1,2,0,0,0,2,0
ENSG00000257897,0,0,0,0,0,0,0,0
ENSG00000257900,0,0,1,1,0,0,3,0
ENSG00000257904,0,0,8,6,0,0,5,4
ENSG00000257905,0,0,0,0,0,0,0,0
ENSG00000257906,0,0,1,0,0,0,1,0
ENSG00000257907,2,1,4,4,0,2,7,6
ENSG00000257910,1,1,0,0,2,3,0,0
ENSG00000257912,0,0,0,0,0,0,0,0
ENSG00000257913,12,16,9,10,3,30,9,22
ENSG00000257915,0,0,0,0,0,0,0,0
ENSG00000257920,0,0,4,17,0,0,0,7
ENSG00000257921,0,0,0,0,0,0,0,0
ENSG00000257923,341,1068,3446,3833,388,992,4429,3361
ENSG00000257924,0,0,0,1,0,0,0,0
ENSG00000257925,0,0,0,0,0,0,0,0
ENSG00000257927,0,0,0,0,0,0,0,0
ENSG00000257932,0,0,0,0,0,0,0,0
ENSG00000257935,2,3,0,2,2,4,0,3
ENSG00000257940,0,0,0,0,0,0,0,0
ENSG00000257941,1,1,1,0,2,3,6,4
ENSG00000257943,0,0,0,0,0,0,0,0
ENSG00000257947,3,1,0,0,0,1,2,0
ENSG00000257948,0,0,0,0,0,0,0,0
ENSG00000257949,0,0,2,2,0,0,2,2
ENSG00000257950,5,20,62,46,6,20,57,5
ENSG00000257951,0,0,1,0,0,0,0,0
ENSG00000257953,3,6,2,3,5,7,1,0
ENSG00000257954,2,9,96,67,3,12,104,82
ENSG00000257955,0,0,5,1,0,0,7,0
ENSG00000257956,0,1,0,0,2,2,1,0
ENSG00000257957,2,11,1,0,12,8,4,0
ENSG00000257958,0,0,0,0,0,0,0,0
ENSG00000257959,0,0,0,0,0,0,0,3
ENSG00000257964,0,5,15,17,1,3,16,2
ENSG00000257966,0,0,1,0,0,0,0,2
ENSG00000257976,1,1,1,0,0,3,0,2
ENSG00000257979,0,0,0,0,1,0,0,0
ENSG00000257985,0,2,3,1,0,1,2,0
ENSG00000257986,0,0,0,2,0,0,0,1
ENSG00000257987,1,0,0,0,0,0,0,0
ENSG00000257989,0,0,6,52,0,0,14,67
ENSG00000257991,0,0,0,0,0,1,0,0
ENSG00000257994,0,0,0,0,0,0,0,0
ENSG00000257995,0,0,0,0,0,0,0,0
ENSG00000257997,0,0,0,0,0,0,0,0
ENSG00000257998,0,0,0,0,0,0,0,0
ENSG00000258001,3,4,8,7,0,0,0,5
ENSG00000258007,0,0,0,0,0,0,0,0
ENSG00000258010,2,9,0,0,2,7,0,0
ENSG00000258011,3,4,1,2,1,13,1,3
ENSG00000258012,1,11,1,0,0,7,2,0
ENSG00000258013,0,0,1,1,0,0,0,0
ENSG00000258016,2,0,19,16,0,1,12,11
ENSG00000258017,3,16,34,17,7,8,24,14
ENSG00000258018,0,2,0,0,0,1,0,0
ENSG00000258021,3,5,4,7,1,17,1,4
ENSG00000258024,0,0,0,0,0,0,0,0
ENSG00000258026,0,0,0,0,0,0,0,0
ENSG00000258027,0,0,0,0,0,0,0,3
ENSG00000258033,2,0,1,0,0,5,4,0
ENSG00000258034,0,3,1,0,3,6,3,0
ENSG00000258035,0,0,0,1,0,0,0,0
ENSG00000258036,0,0,0,0,0,0,0,0
ENSG00000258038,1,0,116,154,0,2,126,138
ENSG00000258039,0,0,0,0,0,0,0,0
ENSG00000258044,1,5,1,1,2,3,0,0
ENSG00000258045,0,1,0,2,0,0,1,0
ENSG00000258048,1,0,1,0,1,2,0,1
ENSG00000258050,0,0,0,0,0,0,0,0
ENSG00000258051,0,0,0,0,0,0,0,0
ENSG00000258052,0,0,0,0,0,0,0,0
ENSG00000258053,1,2,2,1,0,2,1,3
ENSG00000258056,15,43,420,389,20,36,681,324
ENSG00000258057,9,43,221,107,10,18,270,69
ENSG00000258064,0,0,0,0,0,0,0,0
ENSG00000258065,0,0,0,0,0,0,0,0
ENSG00000258066,0,0,0,0,0,0,0,0
ENSG00000258068,0,0,0,0,0,0,0,0
ENSG00000258071,0,0,0,0,0,0,0,0
ENSG00000258072,2,16,14,13,6,6,19,18
ENSG00000258073,0,0,0,0,0,0,0,0
ENSG00000258074,0,0,0,0,0,0,0,0
ENSG00000258076,0,0,0,0,0,0,0,0
ENSG00000258077,3,6,2,0,5,14,5,1
ENSG00000258080,0,0,0,0,0,0,2,0
ENSG00000258082,1,3,0,0,5,10,0,0
ENSG00000258083,0,2,0,0,1,0,0,0
ENSG00000258084,0,0,0,0,0,1,0,0
ENSG00000258086,4,6,9,8,2,18,1,3
ENSG00000258090,8,14,3,5,4,26,5,1
ENSG00000258091,0,0,0,0,0,0,0,0
ENSG00000258096,0,13,0,1,2,6,0,0
ENSG00000258098,0,0,0,0,0,0,0,0
ENSG00000258099,5,19,43,28,7,13,51,10
ENSG00000258100,0,0,0,1,0,1,2,2
ENSG00000258101,15,66,23,18,19,48,38,15
ENSG00000258102,0,1,1,2,0,1,7,35
ENSG00000258104,0,0,0,0,0,0,0,0
ENSG00000258107,0,0,0,0,0,0,0,0
ENSG00000258108,0,0,0,0,0,0,3,0
ENSG00000258111,0,1,2,2,1,3,10,1
ENSG00000258112,0,0,0,2,0,0,0,4
ENSG00000258114,0,0,0,0,0,0,0,0
ENSG00000258115,0,0,0,0,0,0,1,0
ENSG00000258116,0,0,0,0,0,0,0,0
ENSG00000258117,0,0,0,0,0,0,0,0
ENSG00000258118,0,0,1,0,0,0,0,0
ENSG00000258119,0,0,0,0,0,0,0,0
ENSG00000258120,0,0,0,2,0,0,0,2
ENSG00000258121,0,0,0,0,0,0,0,0
ENSG00000258122,0,9,11,1,2,12,7,8
ENSG00000258123,0,0,0,0,0,0,0,0
ENSG00000258125,0,1,0,0,0,0,0,0
ENSG00000258128,2,1,128,101,0,0,147,81
ENSG00000258130,0,0,0,0,0,0,0,0
ENSG00000258133,0,0,0,0,0,0,0,0
ENSG00000258134,0,0,0,0,1,1,0,0
ENSG00000258135,0,1,0,0,1,0,0,0
ENSG00000258136,5,37,47,49,6,19,58,2
ENSG00000258140,0,0,0,0,0,0,1,0
ENSG00000258142,0,0,0,0,0,0,0,0
ENSG00000258144,0,0,0,0,0,0,0,0
ENSG00000258148,0,0,0,0,0,0,0,0
ENSG00000258150,0,0,0,0,0,0,0,0
ENSG00000258153,9,0,46,25,0,36,28,18
ENSG00000258154,0,0,0,0,0,0,0,0
ENSG00000258159,0,0,0,0,0,0,0,0
ENSG00000258162,0,1,1018,876,1,1,1203,922
ENSG00000258167,1,0,0,0,0,0,0,0
ENSG00000258168,4,3,2,12,3,6,8,11
ENSG00000258169,0,0,0,0,0,0,1,0
ENSG00000258171,0,0,10,7,0,0,8,6
ENSG00000258172,0,1,0,1,0,0,0,0
ENSG00000258173,0,0,0,0,0,0,0,0
ENSG00000258175,5,16,0,0,5,13,0,0
ENSG00000258177,1,2,0,1,0,0,0,0
ENSG00000258178,0,0,0,0,0,0,0,0
ENSG00000258179,1,1,0,0,0,2,0,0
ENSG00000258181,1,1,1,1,0,1,5,0
ENSG00000258183,0,1,0,0,0,0,0,0
ENSG00000258184,0,0,0,0,0,0,0,0
ENSG00000258185,0,0,0,0,0,0,0,0
ENSG00000258186,0,0,0,0,0,0,0,0
ENSG00000258193,0,0,0,0,0,0,0,0
ENSG00000258197,2,4,0,0,2,4,0,0
ENSG00000258199,0,0,0,0,0,0,0,14
ENSG00000258202,0,0,0,0,0,0,0,0
ENSG00000258203,0,0,1,0,0,0,0,0
ENSG00000258204,0,0,10,8,0,0,23,6
ENSG00000258205,0,0,0,0,0,0,0,0
ENSG00000258206,0,0,0,0,0,0,0,0
ENSG00000258210,1,2,2,7,0,0,0,0
ENSG00000258212,0,0,0,0,0,1,0,0
ENSG00000258214,0,0,0,0,0,0,0,0
ENSG00000258215,0,0,0,0,0,0,0,0
ENSG00000258220,0,0,0,0,0,0,0,0
ENSG00000258223,0,0,0,0,0,0,0,0
ENSG00000258224,0,0,0,0,0,0,0,0
ENSG00000258225,0,0,3,0,0,1,5,0
ENSG00000258227,0,2,0,0,0,1,0,0
ENSG00000258230,0,0,0,0,0,1,0,0
ENSG00000258231,0,0,0,0,0,0,0,0
ENSG00000258232,0,0,0,0,1,0,0,0
ENSG00000258233,0,0,0,0,0,0,2,0
ENSG00000258234,0,0,0,0,0,0,0,0
ENSG00000258235,0,0,0,0,0,0,0,0
ENSG00000258239,0,0,0,0,0,0,0,0
ENSG00000258240,0,0,2,1,1,0,3,5
ENSG00000258244,0,0,0,0,0,0,0,0
ENSG00000258245,0,0,0,0,0,0,0,0
ENSG00000258249,0,0,2,1,0,0,4,1
ENSG00000258251,0,0,0,0,0,0,0,0
ENSG00000258253,0,0,0,0,0,0,0,0
ENSG00000258254,0,0,0,0,0,0,0,0
ENSG00000258256,0,10,11,5,0,2,8,4
ENSG00000258260,0,0,4,0,0,1,2,0
ENSG00000258262,0,0,0,0,0,0,0,0
ENSG00000258271,0,0,0,0,0,0,0,0
ENSG00000258272,2,0,0,0,0,0,0,0
ENSG00000258273,0,0,0,0,0,0,0,0
ENSG00000258274,0,2,1,0,0,0,0,1
ENSG00000258275,0,0,0,0,0,0,0,0
ENSG00000258278,0,0,0,0,0,0,0,0
ENSG00000258279,4,19,4,1,8,25,0,3
ENSG00000258282,1,0,0,0,0,0,0,7
ENSG00000258283,0,0,0,0,0,0,0,0
ENSG00000258284,0,0,2,3,1,0,2,0
ENSG00000258285,2,1,0,2,2,2,0,0
ENSG00000258288,0,0,0,0,0,0,0,0
ENSG00000258289,153,506,4225,4047,178,480,4598,3555
ENSG00000258290,0,0,0,0,0,0,0,0
ENSG00000258292,0,2,0,0,2,1,0,0
ENSG00000258294,0,0,0,0,0,0,0,0
ENSG00000258300,0,0,0,0,0,0,0,1
ENSG00000258303,2,1,5,18,0,1,9,12
ENSG00000258304,0,0,0,0,0,0,0,0
ENSG00000258308,0,0,0,0,0,0,0,0
ENSG00000258311,9,17,17,26,5,18,23,9
ENSG00000258312,0,0,0,0,0,0,0,0
ENSG00000258313,0,0,0,0,0,0,0,0
ENSG00000258314,0,0,12,4,0,0,10,5
ENSG00000258315,0,0,2,1,0,0,0,30
ENSG00000258316,0,2,0,0,0,0,0,0
ENSG00000258317,4,14,5,17,9,8,9,6
ENSG00000258320,0,0,0,1,0,0,0,0
ENSG00000258323,1,3,0,0,1,5,0,0
ENSG00000258324,0,0,0,0,0,0,0,0
ENSG00000258325,3,20,27,21,6,11,41,51
ENSG00000258331,0,0,0,0,0,0,0,0
ENSG00000258332,0,0,0,0,0,0,1,0
ENSG00000258334,8,15,84,152,8,15,118,81
ENSG00000258336,0,0,0,0,0,0,0,0
ENSG00000258337,0,0,0,0,2,1,0,0
ENSG00000258338,0,0,0,0,0,0,0,0
ENSG00000258343,0,15,1,3,3,8,1,2
ENSG00000258344,3,10,20,16,4,4,38,0
ENSG00000258346,0,2,0,0,3,2,0,0
ENSG00000258350,0,0,0,0,0,0,0,0
ENSG00000258352,0,0,0,0,0,0,0,0
ENSG00000258354,1,0,5,0,0,2,6,0
ENSG00000258355,1,9,0,1,3,7,1,0
ENSG00000258357,0,1,4,9,0,0,15,3
ENSG00000258358,0,0,0,0,0,0,0,0
ENSG00000258359,1,5,26,32,4,4,31,35
